rgb,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
 p27092 ,68,130,124,46,160,13,72,82,149,0,200,56,95,121,32,56
 p27093 ,159,163,128,198,152,11,62,45,120,0,186,119,151,152,71,14
 p27094 ,148,137,127,203,156,16,90,72,93,0,189,18,127,169,46,47
 p27095 ,58,131,125,47,159,16,65,83,151,0,180,53,96,124,23,56
 p27096 ,172,164,127,199,157,12,32,46,137,0,173,219,153,136,69,13
 p27097 ,158,138,127,203,158,17,49,73,98,0,169,100,128,150,46,46
 p27098 ,71,132,123,47,160,16,20,84,96,0,159,79,98,108,22,55
 p27099 ,182,168,129,197,157,14,26,48,212,0,190,224,153,143,102,15
 p27100 ,160,140,127,198,157,18,41,75,108,0,187,108,131,159,72,47
 p27101 ,79,131,122,54,158,17,12,86,80,0,179,100,100,112,47,56
 p27102 ,173,169,128,187,166,17,33,49,179,0,188,189,154,140,133,16
 p27103 ,155,140,126,189,164,17,42,77,114,0,184,77,133,159,100,48
 p27104 ,73,131,121,49,162,17,28,88,86,0,177,106,101,100,81,57
 p27105 ,161,172,131,176,166,18,46,49,167,0,194,175,155,150,109,21
 p27106 ,147,140,128,185,164,18,60,77,126,0,188,125,131,168,81,52
 p27107 ,63,129,122,38,161,18,45,88,100,0,178,213,99,120,57,56
 p27108 ,147,174,147,185,170,18,26,50,128,0,191,174,155,170,81,20
 p27109 ,135,142,144,190,166,20,40,78,106,0,182,151,129,186,64,51
 p27110 ,52,130,137,35,162,18,18,89,169,0,172,234,99,151,46,59
 p27111 ,136,175,172,182,170,33,30,50,95,0,181,138,156,160,122,19
 p27112 ,129,143,169,189,165,26,46,79,105,0,173,76,131,177,101,52
 p27113 ,44,131,161,28,161,20,18,90,219,0,162,136,101,139,83,62
 p27114 ,156,174,174,179,174,95,29,52,72,0,191,77,156,139,61,20
 p27115 ,144,141,170,187,167,75,46,80,90,0,189,17,132,161,58,54
 p27116 ,57,127,162,28,161,66,19,91,211,0,181,90,101,111,56,65
 p27117 ,157,173,156,173,183,160,31,52,44,0,198,68,157,111,103,20
 p27118 ,144,137,150,180,172,154,47,79,44,0,199,12,132,140,68,55
 p27119 ,57,124,142,26,165,143,20,90,101,0,195,80,102,69,46,65
 p27120 ,159,174,141,184,187,141,30,51,29,0,204,62,156,92,106,20
 p27121 ,147,137,138,188,175,147,46,78,28,0,206,7,132,123,63,56
 p27122 ,60,124,129,27,165,137,19,90,41,0,203,69,101,38,29,67
 p27123 ,171,171,140,181,207,45,29,52,23,0,198,59,155,87,62,23
 p27124 ,158,136,137,188,191,53,45,79,23,0,200,6,130,121,34,59
 p27125 ,72,124,127,23,176,49,19,90,33,0,196,62,100,26,20,69
 p27126 ,164,171,139,170,219,11,31,53,29,0,194,60,156,74,83,25
 p27127 ,152,136,136,182,201,20,47,80,24,0,195,6,131,116,54,61
 p27128 ,66,125,127,22,182,17,21,91,31,0,190,58,101,22,29,70
 p27129 ,172,169,140,177,207,10,30,54,21,0,191,60,157,69,153,30
 p27130 ,166,133,136,188,186,19,45,81,17,0,192,7,133,111,107,67
 p27131 ,79,122,127,26,160,17,19,92,24,0,187,55,102,23,68,72
 p27132 ,156,167,143,179,205,10,29,56,12,0,185,62,160,71,216,22
 p27133 ,162,131,138,190,181,19,43,83,11,0,186,7,135,107,167,59
 p27134 ,74,119,128,31,153,19,18,94,19,0,180,51,104,25,123,71
 p27135 ,163,165,144,186,205,9,29,58,18,0,170,64,159,60,221,22
 p27136 ,168,131,140,196,180,18,43,85,15,0,165,7,135,101,162,60
 p27137 ,76,120,130,41,152,17,17,94,21,0,155,47,104,19,88,72
 p27138 ,159,164,148,197,215,9,29,59,20,0,184,65,159,72,226,24
 p27139 ,162,130,144,206,187,18,43,86,16,0,181,7,136,115,138,61
 p27140 ,68,118,133,45,167,16,17,95,23,0,172,45,105,32,70,74
 p27141 ,169,164,151,191,211,8,28,59,6,0,204,75,157,104,233,25
 p27142 ,171,131,148,202,184,18,42,84,9,0,201,6,136,135,144,64
 p27143 ,73,120,136,45,156,18,16,95,22,0,191,36,105,69,82,76
 p27144 ,176,163,153,190,209,7,28,65,4,0,210,78,161,141,240,26
 p27145 ,175,133,151,203,183,18,41,85,8,0,206,5,137,162,148,65
 p27146 ,77,123,139,42,150,19,15,88,22,0,194,32,106,118,128,77
 p27147 ,188,164,154,182,210,7,47,105,7,0,209,79,162,167,234,25
 p27148 ,183,136,150,195,184,17,64,119,11,0,207,7,136,182,202,65
 p27149 ,96,127,138,45,149,18,38,76,20,0,196,31,105,152,176,77
 p27150 ,182,166,155,185,211,7,65,101,4,0,196,144,163,164,148,24
 p27151 ,179,140,149,199,184,18,88,113,7,0,191,40,138,180,87,63
 p27152 ,91,133,138,46,149,18,60,72,17,0,179,20,107,151,85,75
 p27153 ,170,166,150,185,212,8,59,83,6,0,206,88,162,148,230,20
 p27154 ,171,141,147,198,184,18,82,98,7,0,202,25,137,166,170,54
 p27155 ,77,134,136,44,149,18,52,74,17,0,191,24,106,121,167,66
 p27156 ,151,168,148,196,215,7,60,54,12,0,196,52,159,109,229,18
 p27157 ,157,144,144,208,186,16,81,72,10,0,197,40,134,138,128,50
 p27158 ,57,138,133,43,151,17,50,82,20,0,192,43,103,64,117,54
 p27159 ,137,168,145,184,215,6,57,53,12,0,189,19,157,73,231,18
 p27160 ,147,145,144,198,186,16,77,71,10,0,191,18,134,116,167,52
 p27161 ,42,138,132,36,150,17,45,81,16,0,189,19,102,31,168,61
 p27162 ,130,168,146,179,216,6,58,56,15,0,187,3,158,60,192,29
 p27163 ,148,145,143,189,187,16,76,73,13,0,190,3,135,106,100,67
 p27164 ,37,136,132,38,151,17,44,82,17,0,192,3,103,20,117,66
 p27165 ,121,121,144,180,219,7,57,57,2,0,191,3,159,59,199,48
 p27166 ,148,101,142,187,190,16,75,74,3,0,193,3,134,109,116,89
 p27167 ,31,84,130,34,154,15,43,82,14,0,193,3,103,18,127,63
 p27168 ,113,113,142,163,221,7,55,60,1,0,185,3,160,59,232,41
 p27169 ,139,96,137,169,192,16,71,75,1,0,182,3,135,107,165,81
 p27170 ,26,85,128,37,156,13,38,84,13,0,176,3,104,20,164,64
 p27171 ,106,105,135,168,221,6,54,64,1,0,180,3,159,62,191,18
 p27172 ,129,91,133,169,192,16,69,78,2,0,179,3,135,110,140,50
 p27173 ,29,80,125,42,155,16,37,87,14,0,175,3,103,19,135,55
 p27174 ,96,74,137,163,220,6,55,65,9,0,186,3,159,66,160,15
 p27175 ,118,68,135,169,190,16,70,79,11,0,185,3,134,114,127,45
 p27176 ,33,61,127,41,152,17,36,85,22,0,180,3,103,24,126,55
 p27177 ,91,58,142,160,220,6,60,70,4,0,188,4,159,69,223,19
 p27178 ,111,54,139,165,190,16,73,83,6,0,186,4,135,110,175,53
 p27179 ,35,51,130,36,152,17,38,89,17,0,182,4,104,26,186,61
 p27180 ,97,62,145,162,221,6,61,74,9,0,190,4,159,90,216,25
 p27181 ,116,61,142,164,190,17,72,85,11,0,188,4,135,123,169,63
 p27182 ,28,58,133,41,153,18,41,92,20,0,185,4,103,46,182,71
 p27183 ,104,53,151,161,221,7,32,79,45,0,189,5,159,114,228,26
 p27184 ,123,52,148,164,190,18,39,90,37,0,187,4,134,136,177,67
 p27185 ,39,49,138,43,153,19,14,97,34,0,183,5,104,73,182,79
 p27186 ,105,67,152,156,223,19,31,89,8,0,198,5,158,123,217,26
 p27187 ,122,58,150,162,192,20,36,98,6,0,189,5,132,145,160,67
 p27188 ,46,47,138,40,154,21,12,105,17,0,181,5,104,101,158,81
 p27189 ,125,60,151,161,223,122,124,93,7,0,213,4,155,141,216,22
 p27190 ,142,51,150,172,192,48,70,102,8,0,204,4,130,160,172,62
 p27191 ,64,43,138,48,154,40,48,109,22,0,195,4,102,128,186,77
 p27192 ,128,118,149,160,219,165,78,101,7,0,202,3,153,161,212,15
 p27193 ,147,101,146,170,187,89,62,110,7,0,194,3,130,174,166,48
 p27194 ,59,91,136,43,149,81,44,115,21,0,188,3,100,142,177,63
 p27195 ,135,78,146,160,216,178,25,107,1,0,203,4,157,152,164,5
 p27196 ,147,63,145,173,183,99,31,117,1,0,200,4,134,163,114,21
 p27197 ,65,53,134,42,144,88,7,121,16,0,197,4,102,133,108,31
 p27198 ,144,144,148,173,213,186,29,111,1,0,209,4,158,135,163,2
 p27199 ,147,112,145,182,179,144,35,121,2,0,205,4,135,151,100,12
 p27200 ,73,98,134,54,139,128,9,123,15,0,202,4,102,115,87,20
 p27201 ,159,149,146,175,213,140,30,115,0,0,198,3,156,130,170,5
 p27202 ,163,117,144,186,179,163,37,124,1,0,190,3,133,146,99,19
 p27203 ,77,101,131,42,139,155,12,127,16,0,187,3,103,101,89,30
 p27204 ,171,153,149,182,214,115,28,125,1,0,188,4,155,119,91,7
 p27205 ,174,123,145,192,180,145,37,133,1,0,176,4,132,135,54,23
 p27206 ,78,106,133,43,141,139,12,136,14,0,181,4,101,83,41,37
 p27207 ,172,158,148,170,209,31,26,139,1,0,186,6,154,83,15,5
 p27208 ,174,128,144,180,173,47,35,145,2,0,174,6,131,108,10,21
 p27209 ,74,113,132,45,132,43,11,148,13,0,181,6,100,48,6,33
 p27210 ,175,163,139,162,205,1,24,152,1,0,179,6,152,65,11,8
 p27211 ,175,133,135,175,168,1,34,157,4,0,166,6,129,104,6,25
 p27212 ,76,121,123,48,126,1,10,160,14,0,174,6,99,25,9,39
 p27213 ,181,165,131,144,211,1,24,151,0,0,177,4,153,58,18,11
 p27214 ,174,134,125,164,175,1,34,157,2,0,165,4,130,107,7,28
 p27215 ,82,123,113,42,134,1,10,160,14,0,171,4,100,20,8,41
 p27216 ,181,164,130,148,209,1,22,142,1,0,202,4,155,59,22,7
 p27217 ,173,134,124,166,173,1,31,147,1,0,189,4,132,107,10,29
 p27218 ,82,123,111,37,131,1,9,150,13,0,181,4,101,22,6,42
 p27219 ,182,166,135,124,208,1,19,127,2,0,220,5,151,67,34,10
 p27220 ,174,134,128,142,172,1,29,132,2,0,206,5,128,118,25,34
 p27221 ,82,123,114,30,131,1,7,135,13,0,193,5,97,26,12,46
 p27222 ,180,166,125,116,202,8,28,109,1,0,221,5,153,66,105,12
 p27223 ,172,134,119,140,166,8,42,115,1,0,206,5,130,113,85,39
 p27224 ,79,123,106,31,125,3,17,118,13,0,193,5,99,26,73,49
 p27225 ,179,164,136,120,191,22,33,140,1,0,214,5,152,68,41,10
 p27226 ,171,134,134,143,156,18,48,148,2,0,199,5,129,116,18,33
 p27227 ,78,123,121,33,115,5,23,151,13,0,186,5,98,29,13,45
 p27228 ,172,163,141,117,175,4,31,96,1,0,203,6,149,83,93,8
 p27229 ,164,133,138,140,143,2,45,104,2,0,191,6,126,133,62,30
 p27230 ,78,122,126,33,104,1,20,107,14,0,180,6,95,46,21,43
 p27231 ,174,162,122,119,163,8,27,51,2,0,209,5,149,89,108,7
 p27232 ,167,131,119,146,135,14,41,59,3,0,200,5,126,130,116,24
 p27233 ,85,119,107,28,97,12,16,62,14,0,191,5,94,48,58,38
 p27234 ,170,161,150,117,178,51,26,39,4,0,172,5,148,112,73,10
 p27235 ,168,130,147,141,146,85,40,47,5,0,165,4,124,140,101,29
 p27236 ,78,118,133,36,107,74,16,50,15,0,158,5,96,70,35,42
 p27237 ,164,161,159,120,197,42,24,30,23,0,95,8,146,123,39,10
 p27238 ,169,129,156,140,162,77,38,35,21,0,83,6,122,145,61,31
 p27239 ,69,118,141,36,123,67,15,38,21,0,76,7,96,87,11,44
 p27240 ,158,160,159,131,182,21,23,23,97,0,92,10,145,129,47,8
 p27241 ,169,127,156,154,149,40,35,28,75,0,79,7,121,147,68,29
 p27242 ,61,114,142,33,112,32,14,31,34,0,70,8,93,96,22,42
 p27243 ,153,161,158,137,148,21,21,18,84,0,94,10,146,125,61,7
 p27244 ,166,127,155,158,123,37,33,23,66,0,79,7,122,142,62,25
 p27245 ,59,112,140,33,89,26,13,26,31,0,68,8,94,89,20,37
 p27246 ,156,161,159,130,120,23,22,17,22,0,85,9,148,93,57,10
 p27247 ,160,125,154,153,101,37,34,22,16,0,71,7,125,125,53,31
 p27248 ,75,109,140,36,73,23,14,25,19,0,61,8,94,53,20,41
 p27249 ,144,159,163,88,97,21,23,15,11,0,81,6,149,78,73,9
 p27250 ,143,124,159,117,84,36,36,20,9,0,69,5,125,124,94,27
 p27251 ,64,108,145,46,59,23,17,23,14,0,58,6,94,35,19,38
 p27252 ,146,158,165,58,90,23,27,13,18,0,95,5,139,74,96,12
 p27253 ,143,123,163,87,79,60,39,18,15,0,89,4,114,126,86,33
 p27254 ,66,108,148,39,55,50,25,22,17,0,74,4,87,36,44,40
 p27255 ,139,158,167,105,141,30,19,11,139,0,92,3,129,71,114,12
 p27256 ,140,123,163,129,118,75,31,16,102,0,80,2,105,125,83,36
 p27257 ,64,108,151,66,85,65,15,20,49,0,69,2,80,28,74,40
 p27258 ,119,157,167,156,130,42,9,10,189,0,92,3,135,61,62,9
 p27259 ,126,122,163,170,109,82,19,15,141,0,81,2,113,117,51,30
 p27260 ,49,107,150,80,78,72,5,19,40,0,70,2,86,24,49,39
 p27261 ,137,156,165,129,123,27,7,9,37,0,95,2,137,61,130,10
 p27262 ,152,122,162,140,104,58,15,14,28,0,81,2,116,116,93,35
 p27263 ,64,105,147,77,74,47,1,17,19,0,69,3,88,25,61,47
 p27264 ,137,154,166,116,165,18,6,8,12,0,108,3,138,59,183,16
 p27265 ,152,120,163,127,138,53,13,13,10,0,92,2,116,116,126,48
 p27266 ,64,105,148,75,103,40,2,16,15,0,78,3,89,21,61,57
 p27267 ,137,154,169,77,185,11,6,7,31,0,106,3,136,63,184,23
 p27268 ,144,121,166,84,153,34,10,12,30,0,91,3,115,112,125,58
 p27269 ,64,106,151,55,116,26,4,15,32,0,74,3,87,25,61,60
 p27270 ,131,145,168,42,166,9,41,5,145,0,132,5,134,109,210,31
 p27271 ,129,110,166,57,137,23,46,10,149,0,119,4,113,139,155,73
 p27272 ,55,89,151,34,102,18,47,13,165,0,102,5,85,80,97,57
 p27273 ,138,141,169,55,157,11,77,5,128,0,132,4,125,137,251,25
 p27274 ,129,100,166,71,131,22,91,10,150,0,116,3,105,151,205,63
 p27275 ,56,68,151,40,98,16,101,13,120,0,99,4,79,113,159,44
 p27276 ,147,136,169,51,164,15,19,5,25,0,110,4,118,140,253,17
 p27277 ,139,109,166,60,136,24,27,9,35,0,94,4,97,154,209,46
 p27278 ,65,92,151,33,102,15,28,12,34,0,79,4,75,121,161,31
 p27279 ,138,131,170,90,153,24,6,5,5,0,109,8,113,149,236,13
 p27280 ,141,105,168,98,129,50,10,9,9,0,93,6,94,165,187,41
 p27281 ,70,90,153,53,95,35,5,12,16,0,79,8,72,132,144,34
 p27282 ,127,139,170,114,161,21,4,5,9,0,94,12,112,160,245,27
 p27283 ,131,122,167,124,135,59,9,9,17,0,78,8,94,177,200,65
 p27284 ,62,106,152,64,100,43,2,12,29,0,63,11,73,147,152,33
 p27285 ,119,96,170,83,161,7,4,4,8,0,89,5,109,144,254,21
 p27286 ,123,83,168,106,136,29,9,8,11,0,75,4,92,159,209,59
 p27287 ,56,69,152,51,102,21,2,11,16,0,62,4,74,124,161,29
 p27288 ,116,72,168,88,155,16,6,4,26,0,88,3,103,133,254,23
 p27289 ,120,61,167,113,131,20,12,8,20,0,71,3,86,154,207,65
 p27290 ,54,52,151,63,98,15,2,9,53,0,58,3,70,110,160,28
 p27291 ,113,83,166,109,166,49,5,4,53,0,92,2,99,121,253,28
 p27292 ,116,71,166,132,140,19,11,8,33,0,71,2,82,143,205,70
 p27293 ,51,54,150,60,105,10,1,9,114,0,59,2,68,91,159,22
 p27294 ,118,77,163,172,164,23,4,4,16,0,100,1,89,105,254,37
 p27295 ,123,63,165,180,138,20,10,8,18,0,80,1,74,126,208,82
 p27296 ,52,43,149,63,105,13,0,9,24,0,64,1,62,65,161,34
 p27297 ,129,44,162,183,156,6,4,4,7,0,111,1,76,80,254,21
 p27298 ,135,37,164,193,132,21,10,8,10,0,93,1,62,108,205,48
 p27299 ,60,24,149,54,100,18,0,9,19,0,73,1,56,43,157,29
 p27300 ,108,162,150,200,95,10,15,10,1,0,133,24,67,122,27,12
 p27301 ,118,127,137,205,129,28,27,20,1,0,119,4,46,137,34,34
 p27302 ,47,115,124,41,149,27,13,22,14,0,117,39,46,97,12,36
 p27303 ,120,162,142,207,95,5,13,11,0,0,136,27,53,122,28,12
 p27304 ,124,127,131,208,128,20,22,22,1,0,123,4,33,138,22,35
 p27305 ,47,115,118,44,147,16,10,23,16,0,120,41,38,99,13,39
 p27306 ,117,164,137,208,94,2,6,13,0,0,140,31,56,121,22,11
 p27307 ,130,128,127,204,127,13,15,25,1,0,125,5,37,137,22,34
 p27308 ,43,116,116,52,145,10,4,25,16,0,122,45,44,96,19,40
 p27309 ,114,164,129,196,96,3,7,18,0,0,148,36,41,119,4,13
 p27310 ,137,128,120,199,128,13,15,29,2,0,132,8,24,133,27,38
 p27311 ,45,116,112,43,145,10,5,31,17,0,121,51,38,92,19,41
 p27312 ,125,164,121,198,97,2,45,25,0,0,129,39,64,123,3,8
 p27313 ,134,130,114,201,129,14,52,40,2,0,116,10,45,137,43,29
 p27314 ,52,117,107,45,146,10,50,42,16,0,109,57,48,96,30,36
 p27315 ,143,164,115,194,98,2,77,36,0,0,132,42,62,123,5,16
 p27316 ,145,130,111,195,130,14,85,56,1,0,119,11,44,139,58,42
 p27317 ,67,118,104,45,146,10,91,58,16,0,115,62,47,97,44,36
 p27318 ,148,162,113,184,101,3,19,42,1,0,148,49,39,121,10,15
 p27319 ,153,131,108,185,132,17,24,64,1,0,134,12,24,136,69,42
 p27320 ,74,120,105,46,148,14,26,67,16,0,127,65,39,97,54,38
 p27321 ,141,157,110,177,103,11,9,33,1,0,166,56,51,121,10,12
 p27322 ,146,138,106,181,133,32,16,54,0,0,151,13,35,137,74,34
 p27323 ,67,131,103,41,148,32,8,57,16,0,139,67,45,97,58,37
 p27324 ,137,153,108,179,104,19,10,24,1,0,181,59,52,125,7,8
 p27325 ,142,144,106,182,134,53,21,41,1,0,165,14,38,139,75,27
 p27326 ,63,146,103,39,148,53,6,44,15,0,150,66,45,97,63,35
 p27327 ,135,152,108,177,105,24,10,22,1,0,195,64,39,122,4,6
 p27328 ,140,146,107,175,134,66,21,36,1,0,177,16,30,134,77,24
 p27329 ,61,151,104,38,147,60,4,41,16,0,160,64,41,93,68,34
 p27330 ,136,153,110,184,107,32,12,22,0,0,202,86,23,118,3,7
 p27331 ,141,147,108,183,135,83,23,37,1,0,182,29,21,135,68,27
 p27332 ,66,151,104,41,148,73,6,41,17,0,165,66,37,84,62,36
 p27333 ,112,142,114,187,108,30,13,23,0,0,203,128,16,86,5,8
 p27334 ,115,137,111,187,135,85,24,39,2,0,185,58,16,111,73,31
 p27335 ,53,139,106,41,147,74,7,43,16,0,165,79,37,45,79,41
 p27336 ,147,102,119,187,109,22,15,24,1,0,193,151,40,61,8,9
 p27337 ,153,95,116,188,136,66,26,38,2,0,180,73,29,96,103,32
 p27338 ,79,91,110,43,148,57,8,43,15,0,160,85,40,16,120,41
 p27339 ,148,92,127,191,113,17,16,23,12,0,210,159,41,64,13,8
 p27340 ,155,81,121,189,138,37,28,37,16,0,198,55,27,106,98,28
 p27341 ,69,69,114,43,151,30,8,42,23,0,181,67,39,17,113,35
 p27342 ,146,127,136,184,117,13,17,24,9,0,208,178,36,49,6,6
 p27343 ,152,112,129,187,140,19,29,39,11,0,197,59,20,93,54,23
 p27344 ,69,97,119,40,153,12,9,44,20,0,181,64,38,13,63,32
 p27345 ,147,171,146,173,121,5,16,24,0,0,188,142,43,54,5,7
 p27346 ,152,151,137,179,142,12,29,41,2,0,178,42,25,97,81,27
 p27347 ,78,133,127,37,155,9,9,46,15,0,161,60,41,14,92,38
 p27348 ,141,180,153,168,125,2,17,26,0,0,179,91,49,63,97,9
 p27349 ,144,156,143,177,143,11,28,44,2,0,167,21,30,102,125,33
 p27350 ,69,142,132,37,156,6,9,49,14,0,151,62,43,17,129,45
 p27351 ,135,169,159,144,128,5,18,28,0,0,192,61,44,67,202,9
 p27352 ,138,142,148,155,146,10,30,47,2,0,182,12,28,107,183,35
 p27353 ,57,130,136,30,158,6,9,53,14,0,167,61,39,20,160,46
 p27354 ,143,165,160,136,129,6,22,30,0,0,188,55,67,58,172,9
 p27355 ,146,138,149,150,147,9,36,50,2,0,180,11,52,101,142,35
 p27356 ,64,127,138,29,157,7,14,57,14,0,168,59,53,15,96,44
 p27357 ,144,163,158,112,131,5,35,30,2,0,186,57,85,67,97,12
 p27358 ,150,135,149,129,147,9,55,53,5,0,179,10,66,106,67,37
 p27359 ,65,127,136,26,157,7,32,59,15,0,169,61,58,15,21,43
 p27360 ,137,160,154,102,133,6,39,31,16,0,185,57,116,59,86,13
 p27361 ,146,133,145,119,148,8,65,54,18,0,181,10,94,98,60,40
 p27362 ,58,126,133,24,157,8,41,60,29,0,169,60,75,15,18,45
 p27363 ,128,159,147,105,135,7,46,32,39,0,183,54,143,58,97,12
 p27364 ,137,133,139,122,149,7,71,56,35,0,177,9,121,94,70,38
 p27365 ,48,126,128,24,158,7,49,62,69,0,167,57,94,19,26,45
 p27366 ,138,159,144,116,137,6,39,33,6,0,187,52,146,60,102,12
 p27367 ,142,133,136,136,151,7,63,57,9,0,180,8,123,89,72,41
 p27368 ,55,127,126,24,159,6,39,65,18,0,169,55,92,18,28,50
 p27369 ,148,160,139,128,138,7,34,34,9,0,190,52,146,68,88,13
 p27370 ,143,134,132,145,151,7,55,61,10,0,180,8,123,91,62,42
 p27371 ,59,128,124,20,159,7,30,69,21,0,166,53,92,26,23,52
 p27372 ,158,160,130,140,139,7,33,49,20,0,202,51,148,79,87,13
 p27373 ,144,134,126,154,151,7,51,77,22,0,189,8,125,100,61,41
 p27374 ,62,128,120,20,159,7,24,87,30,0,174,52,93,44,22,51
 p27375 ,177,162,126,156,142,7,33,81,59,0,208,51,150,104,114,13
 p27376 ,163,135,124,170,152,7,52,118,68,0,195,7,126,126,80,43
 p27377 ,81,128,119,22,159,7,25,128,97,0,180,50,95,75,27,54
 p27378 ,159,164,125,188,146,7,40,76,88,0,213,53,150,140,159,13
 p27379 ,149,136,124,195,153,7,62,113,98,0,199,7,126,157,113,43
 p27380 ,66,130,120,29,158,7,33,123,190,0,185,50,95,117,38,55
 p27381 ,151,163,127,200,146,8,41,45,108,0,213,69,150,169,181,13
 p27382 ,130,135,125,202,153,8,63,76,133,0,198,6,126,178,124,44
 p27383 ,49,130,122,40,158,5,34,87,217,0,183,50,95,153,35,55
 p27384 ,165,160,127,205,149,9,40,40,148,0,198,93,150,168,184,13
 p27385 ,137,134,126,207,155,10,63,67,147,0,187,6,126,172,127,44
 p27386 ,57,129,123,48,159,5,33,78,221,0,173,46,96,147,36,55
 p27387 ,177,160,127,210,148,10,52,41,153,0,184,75,152,181,182,14
 p27388 ,149,135,126,211,153,12,80,70,133,0,183,6,128,193,128,46
 p27389 ,66,130,123,54,157,7,53,79,161,0,176,55,97,169,35,55
 p27390 ,187,162,127,208,149,10,69,42,139,0,201,82,156,170,174,16
 p27391 ,158,136,126,213,154,14,102,68,136,0,201,7,131,184,127,50
 p27392 ,73,131,123,50,157,12,77,79,178,0,194,57,100,152,38,55
 p27393 ,190,162,127,205,154,13,50,42,124,0,197,132,155,154,131,14
 p27394 ,158,137,127,209,157,16,76,68,122,0,198,27,130,171,95,48
 p27395 ,73,131,122,53,158,15,48,79,200,0,190,58,99,130,33,57
 p27396 ,180,166,130,212,157,13,29,44,123,0,177,231,156,133,75,14
 p27397 ,152,137,129,212,158,17,44,71,91,0,176,115,131,147,52,46
 p27398 ,65,129,123,57,158,16,15,81,96,0,166,88,101,106,19,56
 p27399 ,168,169,137,210,158,15,24,45,146,0,178,229,156,141,51,14
 p27400 ,152,138,133,209,157,18,38,72,99,0,172,115,133,153,32,46
 p27401 ,60,128,125,58,157,17,10,83,85,0,161,107,101,114,19,57
 p27402 ,172,172,153,217,162,17,50,46,152,0,189,198,157,155,53,15
 p27403 ,161,139,149,211,160,17,57,74,110,0,184,86,133,172,30,46
 p27404 ,68,128,140,60,159,17,48,85,90,0,175,115,101,128,18,56
 p27405 ,169,172,175,219,162,18,31,47,182,0,183,188,157,164,98,15
 p27406 ,162,141,172,213,160,18,44,74,145,0,178,148,133,183,73,44
 p27407 ,68,128,162,61,157,18,28,85,134,0,169,223,101,141,49,53
 p27408 ,147,171,174,221,167,31,27,48,153,0,179,184,158,175,159,17
 p27409 ,145,142,170,212,163,26,42,75,123,0,176,164,134,192,137,49
 p27410 ,50,130,160,63,159,21,17,86,224,0,169,233,102,159,121,58
 p27411 ,130,171,146,220,170,105,32,48,169,0,178,138,159,169,162,19
 p27412 ,132,142,144,214,165,74,48,76,185,0,176,74,134,184,135,53
 p27413 ,36,130,134,53,160,63,21,87,250,0,168,133,101,151,123,63
 p27414 ,159,171,136,211,166,185,33,49,151,0,186,78,159,164,52,21
 p27415 ,158,138,134,208,161,153,49,77,196,0,183,17,135,180,51,56
 p27416 ,65,123,124,42,156,142,22,87,245,0,176,93,101,144,52,66
 p27417 ,164,172,138,215,174,195,32,49,59,0,188,69,159,154,70,23
 p27418 ,162,137,134,212,165,186,48,76,61,0,189,13,134,172,51,58
 p27419 ,70,123,126,40,158,174,21,86,126,0,185,84,101,128,38,67
 p27420 ,159,171,137,213,186,129,33,50,31,0,189,65,157,144,79,22
 p27421 ,158,137,134,211,174,134,49,77,28,0,190,8,132,165,49,56
 p27422 ,64,124,126,37,164,126,22,88,38,0,186,71,100,113,27,67
 p27423 ,146,170,137,211,194,33,33,50,24,0,187,62,158,119,106,22
 p27424 ,145,137,134,212,179,40,49,77,22,0,188,7,133,141,85,57
 p27425 ,48,125,125,42,166,37,22,88,31,0,185,64,102,75,67,69
 p27426 ,148,169,140,193,216,12,31,52,19,0,186,63,158,79,84,21
 p27427 ,147,134,137,202,199,20,47,79,16,0,189,7,133,110,61,57
 p27428 ,48,122,127,39,182,17,20,89,24,0,185,59,102,32,47,69
 p27429 ,162,168,144,186,217,11,30,52,15,0,181,63,158,70,110,21
 p27430 ,163,131,141,198,199,19,45,78,12,0,181,7,133,110,77,57
 p27431 ,65,118,131,35,180,18,19,88,19,0,174,55,102,23,47,69
 p27432 ,153,167,147,179,213,11,30,53,21,0,187,63,160,72,198,22
 p27433 ,159,131,144,193,192,18,44,80,16,0,186,7,135,114,144,59
 p27434 ,65,119,132,30,169,20,18,89,22,0,177,50,103,25,58,71
 p27435 ,162,166,149,174,211,10,30,56,33,0,205,62,158,63,222,22
 p27436 ,166,132,146,187,189,18,44,82,24,0,198,8,133,105,177,60
 p27437 ,70,120,134,30,166,18,18,90,24,0,182,45,102,21,91,72
 p27438 ,174,164,152,193,219,9,30,57,35,0,211,62,159,64,235,22
 p27439 ,176,131,147,205,192,18,44,83,26,0,201,8,135,109,201,61
 p27440 ,75,121,136,39,186,17,18,91,27,0,186,41,104,24,158,72
 p27441 ,182,162,155,205,210,8,28,57,42,0,212,65,159,70,181,24
 p27442 ,180,131,150,215,183,18,42,81,38,0,202,6,136,114,80,62
 p27443 ,76,121,139,47,157,17,16,89,53,0,188,30,104,26,45,74
 p27444 ,183,164,151,196,207,7,27,85,24,0,214,58,161,63,205,23
 p27445 ,179,134,147,206,180,17,40,103,25,0,204,6,137,107,83,62
 p27446 ,74,126,136,46,148,18,14,80,46,0,190,24,105,25,54,74
 p27447 ,186,164,152,197,208,7,40,100,3,0,210,48,165,74,231,23
 p27448 ,173,137,149,208,181,17,57,112,7,0,202,7,141,110,163,61
 p27449 ,79,130,137,49,147,18,30,71,15,0,188,20,108,37,110,73
